Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp,Kota,combined_features
Acaraki,Kafe,"Gedung Kerta Niaga 3
Jl. Kali Besar Timur, Kota, Jakarta Barat",75000,4.32,2025-06-03 22:22:17.525158,Jakarta Barat,Kafe Kafe Jakarta Barat
Firstly Coffee,Kafe,"Jl. Kemanggisan Raya No. 84B, Kemanggisan, Jakarta Barat",50000,4.34,2025-06-03 22:22:21.398935,Jakarta Barat,Kafe Kafe Jakarta Barat
Peacock Lounge  Fairmont Jakarta,Kafe,"Fairmont Jakarta, Lantai Ground
Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",200000,4.3,2025-06-03 22:22:21.662554,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Lebanon Restaurant,Arab/Timur Tengah,"Jl. KH Ahmad Dahlan No. 25, Gandaria, Jakarta Selatan",150000,4.29,2025-06-03 22:22:21.856874,Jakarta Selatan,Arab/Timur Tengah Arab/Timur Tengah Jakarta Selatan
Midaz Senayan Golf,Lounge,"Senayan Avenue
Jl. Asia Afrika Pintu IX, Senayan, Jakarta Selatan",200000,4.55,2025-06-03 22:22:22.009557,Jakarta Selatan,Lounge Lounge Jakarta Selatan
Pizzeria Cavalese Alta,Italia,"Grand Indonesia Mall, Lantai Lower Ground, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.49,2025-06-03 22:22:22.091852,Jakarta Pusat,Italia Italia Jakarta Pusat
Milky Way,Kafe,"Pondok Indah Mall 2, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",75000,4.6,2025-06-03 22:22:22.256574,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Putu Made,Indonesia,"Senayan Park Mall, Lantai Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",150000,4.4,2025-06-03 22:22:22.503899,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Angke Restaurant,China,"Ruko Arcade, Unit PG-PH-TE
Jl. Pantai Indah Utara II, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.25,2025-06-03 22:22:22.779241,Jakarta Utara,China China Jakarta Utara
Nidcielo,Spanyol,"Soho, Lantai 2
Jl. Gunawarman No. 61, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.41,2025-06-03 22:22:22.968437,Jakarta Selatan,Spanyol Spanyol Jakarta Selatan
Botanica,"Barat,Spanyol","ASHTA District 8, Lantai Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.19,2025-06-03 22:22:23.058497,Jakarta Selatan,"Barat,Spanyol Barat,Spanyol Jakarta Selatan"
Ini Gelato,Es Krim,"Paradox Space
Jl. Kelapa Cengkir Raya Blok FH No. 12A, Kelapa Gading, Jakarta Utara",50000,4.33,2025-06-03 22:22:23.395350,Jakarta Utara,Es Krim Es Krim Jakarta Utara
Remboelan,Indonesia,"Plaza Senayan, Lantai 3
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,4.17,2025-06-03 22:22:27.363265,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Gelato Secrets,Es Krim,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",50000,4.18,2025-06-03 22:22:27.557608,Jakarta Selatan,Es Krim Es Krim Jakarta Selatan
Ambiente Ristorante  Hotel Aryaduta Menteng,Italia,"Hotel Aryaduta Menteng, Lantai 2
Jl. Prajurit KKO Usman & Harun No. 44 - 48, Menteng, Jakarta Pusat",200000,4.19,2025-06-03 22:22:27.713244,Jakarta Pusat,Italia Italia Jakarta Pusat
Kyo Coffee,Kafe,"Jl. Wirajasa Blok ZN No. 1, Makasar, Jakarta Timur",50000,4.26,2025-06-03 22:22:27.813861,Jakarta Timur,Kafe Kafe Jakarta Timur
Momo Paradise,Jepang,"Jl. Senopati No. 92, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.28,2025-06-03 22:22:27.906826,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Sentosa Seafood,Indonesia,"Parkir Timur Gelora Bung Karno, Parking Elevated, Lantai 4
Jl. Pintu Satu Senayan, Senayan, Jakarta Selatan",75000,4.5,2025-06-03 22:22:28.080201,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Sana Sini Restaurant  Hotel Pullman Thamrin,"Indonesia, China, Jepang","Hotel Pullman Thamrin, Lantai Lobby
Jl. MH Thamrin No. 59, Thamrin, Jakarta Pusat",200000,4.27,2025-06-03 22:22:28.257677,Jakarta Pusat,"Indonesia, China, Jepang Indonesia, China, Jepang Jakarta Pusat"
Artisan Social Affair,Kafe,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.28,2025-06-03 22:22:28.498378,Jakarta Utara,Kafe Kafe Jakarta Utara
Hakuna Matata,Kafe,"Jl. Pertengahan No. 5 (Depan MTSN 33), Cijantung, Jakarta Timur",75000,4.22,2025-06-03 22:22:28.768936,Jakarta Timur,Kafe Kafe Jakarta Timur
Matcha Bae,Kafe,"Jl. Kelapa Hibrida Raya Blok QJ9 No. 37, Kelapa Gading, Jakarta Utara",50000,4.21,2025-06-03 22:22:29.038258,Jakarta Utara,Kafe Kafe Jakarta Utara
Pan  Co,Kafe,"Pondok Indah Mall 1, Lantai 2
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",75000,4.21,2025-06-03 22:22:29.309552,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Loaf Bun Korean Bakery,"Toko Roti,Kafe","Jl. Pluit Karang Indah Timur Blok B8 Timur No. 108, Muara Karang, Penjaringan, Jakarta Utara",50000,4.73,2025-06-03 22:22:29.579403,Jakarta Utara,"Toko Roti,Kafe Toko Roti,Kafe Jakarta Utara"
D Bollywood,India,"Plaza Festival, Lantai Upper Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",75000,4.19,2025-06-03 22:22:33.243954,Jakarta Selatan,India India Jakarta Selatan
Sake,Jepang,"Plaza Senayan Arcadia, Lantai 1
Jl. New Delhi Pintu 1 Senayan, Senayan, Jakarta Selatan",200000,4.21,2025-06-03 22:22:33.651889,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Putu Made Dine  Bar,Indonesia,"PIK Avenue, Lantai 1
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.18,2025-06-03 22:22:33.910802,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Filosofi Kopi Perfecto,Kafe,"Jl. Barito I No. 21, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.32,2025-06-03 22:22:34.135640,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Haidilao Hot Pot,China,"Mall Taman Anggrek, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.27,2025-06-03 22:22:34.407053,Jakarta Barat,China China Jakarta Barat
Justus Steakhouse,Barat,"Jl. Cipete Raya No. 3, Fatmawati, Jakarta Selatan",150000,4.28,2025-06-03 22:22:34.649887,Jakarta Selatan,Barat Barat Jakarta Selatan
Ramen Beast,Jepang,"Ruko Beach Boulevard, Blok B No. 68
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.6,2025-06-03 22:22:35.194173,Jakarta Utara,Jepang Jepang Jakarta Utara
Shabu Shiro,Jepang,"Jl. Cikajang No. 78, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.22,2025-06-03 22:22:35.435393,Jakarta Selatan,Jepang Jepang Jakarta Selatan
The Forest By Wyls,"Indonesia,Barat","Jl. Lebak Bulus Pondok No. 8, Lebak Bulus, Jakarta Selatan",200000,4.57,2025-06-03 22:22:35.696248,Jakarta Selatan,"Indonesia,Barat Indonesia,Barat Jakarta Selatan"
Noble One,Kafe,"Gedung Toto, Lantai Lobby
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.31,2025-06-03 22:22:35.960300,Jakarta Barat,Kafe Kafe Jakarta Barat
Sudo Brew,Kafe,"Ruko Cleon Park, No. 8, Jakarta Garden City
Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.44,2025-06-03 22:22:36.209250,Jakarta Timur,Kafe Kafe Jakarta Timur
Mornington Kitchen  Coffee,Kafe,"Jl. Kelapa Nias Raya Blok QB5 No. 9, Kelapa Gading, Jakarta Utara",150000,4.24,2025-06-03 22:22:40.129163,Jakarta Utara,Kafe Kafe Jakarta Utara
Kopi Cantel,Kafe,"Jl. Kartika Candra Kav. B9, Gatot Subroto, Jakarta Selatan",50000,4.63,2025-06-03 22:22:40.386276,Jakarta Selatan,Kafe Kafe Jakarta Selatan
The Garden,Kafe,"Ruko Garden House, Blok B No. 27 - 28, Bukit Golf Mediterania
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.12,2025-06-03 22:22:40.647672,Jakarta Utara,Kafe Kafe Jakarta Utara
Bandarkopi,Kafe,"Jl. Taman Sari I No. 77, Cilandak, Jakarta Selatan",75000,4.35,2025-06-03 22:22:40.909010,Jakarta Selatan,Kafe Kafe Jakarta Selatan
SujiSuan Cai Yu,China,"ASHTA District 8, Lantai Upper Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.35,2025-06-03 22:22:41.169646,Jakarta Selatan,China China Jakarta Selatan
Yongdaeri,Korea,"SCBD Park, Lot 6
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.22,2025-06-03 22:22:41.447243,Jakarta Selatan,Korea Korea Jakarta Selatan
Starbucks,Kafe,"Plaza Festival, Lantai Upper Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",75000,4.5,2025-06-03 22:22:41.708810,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Seia,Indonesia,"Menara Astra, Lantai 1
Jl. Jenderal Sudirman Kav. 5 - 6, Sudirman, Jakarta Pusat",200000,4.5,2025-06-03 22:22:41.961634,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Ramen SeiRockYa,Jepang,"Plaza Indonesia, Lantai 5
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.14,2025-06-03 22:22:42.212860,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Mad Milk,Toko Roti dan Kue,"Ruko Golf Island, Blok I No. 10
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.23,2025-06-03 22:22:42.473133,Jakarta Utara,Toko Roti dan Kue Toko Roti dan Kue Jakarta Utara
P8 Cafe,Kafe,"Jl. Pinang Raya No. 8, Rawamangun, Jakarta Timur",75000,4.28,2025-06-03 22:22:42.729733,Jakarta Timur,Kafe Kafe Jakarta Timur
Hasea Eatery,Kafe,"Jl. Wijaya II No. 46, Wijaya, Kebayoran Baru, Jakarta Selatan",75000,4.2,2025-06-03 22:22:42.980537,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Hotaru Deli,Jepang,"Grand ITC Permata Hijau, Blok Ruby No. 7
Jl. Letjen Soepeno, Permata Hijau, Jakarta Selatan",75000,4.25,2025-06-03 22:22:46.713617,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Sushi Hiro,Jepang,"Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.21,2025-06-03 22:22:46.979585,Jakarta Utara,Jepang Jepang Jakarta Utara
Mie Gacoan,Indonesia,"Jl. Kesehatan Raya No. 5A, Bintaro, Jakarta Selatan",50000,4.72,2025-06-03 22:22:47.245762,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Alto Restaurant  Bar  Four Seasons Hotel,Italia,"Four Seasons Hotel, Lantai 20
Jl. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta Selatan",200000,4.38,2025-06-03 22:22:47.502006,Jakarta Selatan,Italia Italia Jakarta Selatan
Kopi Ko Acung,Indonesia,"Jl. H. Agus Salim No. 16A, Menteng, Jakarta Pusat",75000,4.3,2025-06-03 22:22:47.764401,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Yongdaeri,Korea,"Neo Soho Mall, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.37,2025-06-03 22:22:48.032162,Jakarta Barat,Korea Korea Jakarta Barat
AMSDAM,Kafe,"Jl. Pintu Air V No. 49, Pasar Baru, Sawah Besar, Jakarta Pusat",50000,4.33,2025-06-03 22:22:48.299362,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Altitude Grill,Barat,"Altitude The Plaza, Lantai 46
Jl. MH Thamrin Kav. 28 - 30, Thamrin, Jakarta Pusat",200000,4.35,2025-06-03 22:22:48.584319,Jakarta Pusat,Barat Barat Jakarta Pusat
Tom Sushi,Jepang,"Kota Kasablanka, Lantai Upper Ground, Little Tokyo Kota Kasablanka
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,4.38,2025-06-03 22:22:48.835232,Jakarta Selatan,Jepang Jepang Jakarta Selatan
3Point Cafe  Resto,Kafe,"Jl. Tebet Raya No. 90, Tebet, Jakarta Selatan",75000,4.26,2025-06-03 22:22:49.099329,Jakarta Selatan,Kafe Kafe Jakarta Selatan
First Crack,Kafe,"Jl. Bumi No. 10, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.16,2025-06-03 22:22:49.350971,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Acta Brasserie,Barat,"Senayan Avenue
Jl. Asia Afrika Pintu IX, Senayan, Jakarta Selatan",200000,4.23,2025-06-03 22:22:49.593546,Jakarta Selatan,Barat Barat Jakarta Selatan
Kopi Konnichiwa,Kafe,"Jl. Tebet Barat Dalam Raya No. 8, Tebet, Jakarta Selatan",50000,4.33,2025-06-03 22:22:53.408315,Jakarta Selatan,Kafe Kafe Jakarta Selatan
BSteak Grill  Pancake,Barat,"Standalone Lake View
Jl. Sedayu City Kelapa Gading No. 1, Kelapa Gading, Jakarta Utara",150000,4.21,2025-06-03 22:22:53.648158,Jakarta Utara,Barat Barat Jakarta Utara
Ghrana,Kafe,"Jl. Kirai I No. 36B, Darmawangsa, Kebayoran Baru, Jakarta Selatan",50000,4.38,2025-06-03 22:22:53.907063,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Mie Gacoan,Indonesia,"Jl. Mangga Besar Raya No. 104, Mangga Besar, Jakarta Barat",50000,4.76,2025-06-03 22:22:54.177942,Jakarta Barat,Indonesia Indonesia Jakarta Barat
TWG Tea Salon  Boutique,Kafe,"Plaza Senayan, Lantai 1
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.18,2025-06-03 22:22:54.713369,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Sate Waru,Indonesia,"Jl. Gedung Hijau Raya No. 88, Pondok Indah, Jakarta Selatan",75000,4.22,2025-06-03 22:22:54.968400,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Haidilao Hot Pot,China,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",200000,4.25,2025-06-03 22:22:55.226797,Jakarta Utara,China China Jakarta Utara
Gioi Asian Bistro  Lounge,"Barat,Indonesia","Jl. Dr. Kusuma Atmaja No. 85, Menteng, Jakarta Pusat",200000,4.21,2025-06-03 22:22:55.486226,Jakarta Pusat,"Barat,Indonesia Barat,Indonesia Jakarta Pusat"
Ombe Kofie,Kafe,"Arcade Business Center
Jl. Pantai Utara I No. 2, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.23,2025-06-03 22:22:55.742848,Jakarta Utara,Kafe Kafe Jakarta Utara
Namamia Coffee  Eatery,Kafe,"Jl. Raya Pos Pengumben No. 49, Kebon Jeruk, Jakarta Barat",75000,4.18,2025-06-03 22:22:55.997206,Jakarta Barat,Kafe Kafe Jakarta Barat
KOI The,Kafe,"Kemang Village (Lippo Mall Kemang), Lantai Ground
Jl. Pangeran Antasari, Kemang, Jakarta Selatan",50000,4.42,2025-06-03 22:22:56.271123,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Supergrain,Kafe,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.22,2025-06-03 22:22:59.970526,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Suasana Kopi,Kafe,"Row 9
Jl. Bulungan No. 9, Blok M, Kebayoran Baru, Jakarta Selatan",50000,4.31,2025-06-03 22:23:00.197025,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Kaneki,Kafe,"Jl. Prapanca Raya No. 103, Darmawangsa, Kebayoran Baru, Jakarta Selatan",75000,4.47,2025-06-03 22:23:00.467854,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Born Ga,Korea,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.19,2025-06-03 22:23:00.732693,Jakarta Barat,Korea Korea Jakarta Barat
Fillmore Coffee,Kafe,"Suites@Seven Residence
Jl. Karet Pedurenan Gang H. Sidik No. 7, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.14,2025-06-03 22:23:00.995468,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Mala Kitchen,China,"Jl. Boulevard Raya Blok QJ3 No. 11, Kelapa Gading, Jakarta Utara",50000,4.26,2025-06-03 22:23:01.261978,Jakarta Utara,China China Jakarta Utara
The RR Chocolate,Kafe,"Jl. Senopati No. 23, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.29,2025-06-03 22:23:01.536965,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Kastil Dimsum,China,"Gedung Sarinah, Lantai 2
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.19,2025-06-03 22:23:01.795010,Jakarta Pusat,China China Jakarta Pusat
Beccas Bakehouse,Kafe,"Jl. Pluit Karang Barat Blok G6 No. 36, Muara Karang, Penjaringan, Jakarta Utara",75000,4.08,2025-06-03 22:23:02.042197,Jakarta Utara,Kafe Kafe Jakarta Utara
Kembang Tandjoeng,Indonesia,"Griya Batik Semar, Lantai 1
Jl. Tomang Raya No. 54, Tomang, Jakarta Barat",75000,4.16,2025-06-03 22:23:02.247244,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Williams,"Barat,Indonesia","Jl. Tulodong Atas No. 28, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.17,2025-06-03 22:23:02.514889,Jakarta Selatan,"Barat,Indonesia Barat,Indonesia Jakarta Selatan"
Chateraise,Toko Kue,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.09,2025-06-03 22:23:02.770608,Jakarta Barat,Toko Kue Toko Kue Jakarta Barat
Layar Seafood,Indonesia,"Jl. Sedayu Boulevard Raya No. 1, Kelapa Gading, Jakarta Utara",150000,4.47,2025-06-03 22:23:06.434754,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Sohre Coffee,Kafe,"Jl. Bendungan Hilir Gg. IV No. 9, Bendungan Hilir, Jakarta Pusat",75000,4.47,2025-06-03 22:23:06.701714,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Tatei Cafe,Kafe,"Ruko Food City, No. 22, Green Lake City
Jl. West Europe Boulevard, Cengkareng, Jakarta Barat",75000,4.21,2025-06-03 22:23:06.975970,Jakarta Barat,Kafe Kafe Jakarta Barat
Gyu Kaku,Jepang,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.14,2025-06-03 22:23:07.248210,Jakarta Barat,Jepang Jepang Jakarta Barat
Union Deli,Kafe,"Grand Indonesia Mall, Lantai Ground, East Mall, Central
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.11,2025-06-03 22:23:07.514164,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Tokyo Belly,Jepang,"Kuningan City, Lantai Ground
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",75000,4.24,2025-06-03 22:23:07.787459,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Batavia Marina,"Indonesia,Barat","Pelabuhan Sunda Kelapa
Jl. Ancol Barat IV, Ancol, Jakarta Utara",75000,4.28,2025-06-03 22:23:08.056842,Jakarta Utara,"Indonesia,Barat Indonesia,Barat Jakarta Utara"
PASOLA  Hotel The Ritz Carlton Pacific Place,"Jepang,Eropa,Barat,Indonesia","Hotel The Ritz Carlton Pacific Place, Lantai 6
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.13,2025-06-03 22:23:08.311861,Jakarta Selatan,"Jepang,Eropa,Barat,Indonesia Jepang,Eropa,Barat,Indonesia Jakarta Selatan"
Le Quartier,Perancis,"Jl. Gunawarman No. 34, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.21,2025-06-03 22:23:08.557887,Jakarta Selatan,Perancis Perancis Jakarta Selatan
La Tierra XII Cafe  Bistro,Barat,"Jl. Bumi No. 12, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.4,2025-06-03 22:23:08.804827,Jakarta Selatan,Barat Barat Jakarta Selatan
Gomachi Japanese Butadon,Jepang,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,4.36,2025-06-03 22:23:09.055783,Jakarta Barat,Jepang Jepang Jakarta Barat
Sushi Tei,Jepang,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,4.12,2025-06-03 22:23:09.312061,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Chief Coffee,Kafe,"Jl. Kemang Raya No. 27D, Kemang, Jakarta Selatan",75000,4.11,2025-06-03 22:23:12.942523,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Union,Barat,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.1,2025-06-03 22:23:13.214600,Jakarta Utara,Barat Barat Jakarta Utara
Haraku Ramen,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.19,2025-06-03 22:23:13.488176,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Reddog,Korea,"Mal Kelapa Gading 3, Lantai 3, The Attic Garden
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.21,2025-06-03 22:23:13.719448,Jakarta Utara,Korea Korea Jakarta Utara
Le Ta Su Shabu  Shabu by Shaburi,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.51,2025-06-03 22:23:13.935086,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Jowa,Korea,"La Maison Building, Lantai 1
Jl. Barito I No. 56, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.35,2025-06-03 22:23:14.133182,Jakarta Selatan,Korea Korea Jakarta Selatan
Teazzi,Minuman,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.33,2025-06-03 22:23:14.404763,Jakarta Utara,Minuman Minuman Jakarta Utara
Starbucks,Kafe,"Jl. Hayam Wuruk (Dekat Harmoni Exchange), Hayam Wuruk, Jakarta Pusat",75000,4.12,2025-06-03 22:23:14.666753,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Pondok Kemangi,Indonesia,"Jl. Pluit Samudra No. 10, Pluit, Penjaringan, Jakarta Utara",150000,4.07,2025-06-03 22:23:14.923395,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Berkala Coffee,Kafe,"Jl. Ampera Raya No. 1, Cilandak, Jakarta Selatan",50000,4.26,2025-06-03 22:23:15.187859,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Gaise Brunch  Bistro,Barat,"Ruko Beach Theme Park, Blok E No. 60
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.23,2025-06-03 22:23:15.675728,Jakarta Utara,Barat Barat Jakarta Utara
Ramen SeiRockYa,Jepang,"Mal Kelapa Gading 2, Lantai 2
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.19,2025-06-03 22:23:19.471616,Jakarta Utara,Jepang Jepang Jakarta Utara
Tsvaya,Kafe,"Ruko Grand Puri Niaga, Blok K6 No. 2K
Jl. Puri Kencana Raya, Puri, Jakarta Barat",75000,4.22,2025-06-03 22:23:19.737624,Jakarta Barat,Kafe Kafe Jakarta Barat
Dream Dates,Kafe,"Jl. KH Wahid Hasyim No. 37, Menteng, Jakarta Pusat",75000,4.2,2025-06-03 22:23:19.991665,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Aomori Shokudo,Jepang,"Kuningan Village, Lantai Ground
Jl. Karbela Timur No. 1, Setiabudi, Jakarta Selatan",75000,4.19,2025-06-03 22:23:20.254258,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Monsieur Spoon,Kafe,"Senayan City, Lantai Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.19,2025-06-03 22:23:20.493693,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Union,Barat,"Plaza Senayan, Lantai 1, SOGO
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.09,2025-06-03 22:23:20.773326,Jakarta Selatan,Barat Barat Jakarta Selatan
Sushi Hiro,Jepang,"Jl. Suryo No. 24, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.12,2025-06-03 22:23:21.036381,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Lewis  Carroll Tea,Kafe,"Jl. Bumi No. 4, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.13,2025-06-03 22:23:21.299273,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Toscana,Italia,"Jl. Kemang Raya No. 120, Kemang, Jakarta Selatan",150000,4.22,2025-06-03 22:23:21.563025,Jakarta Selatan,Italia Italia Jakarta Selatan
Burger King,Barat,"Bellagio Boutique Mall, Lantai Ground, Kawasan Mega Kuningan
Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan",75000,4.6,2025-06-03 22:23:21.828869,Jakarta Selatan,Barat Barat Jakarta Selatan
Bel Etage  Hotel The St Regis Jakarta,"Barat,Indonesia","Hotel The St. Regis Jakarta, Lantai 1
Jl. HR Rasuna Said Kav B/4, Setiabudi, Jakarta Selatan",200000,4.72,2025-06-03 22:23:22.100951,Jakarta Selatan,"Barat,Indonesia Barat,Indonesia Jakarta Selatan"
Ippeke Komachi,Jepang,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.09,2025-06-03 22:23:22.365625,Jakarta Utara,Jepang Jepang Jakarta Utara
Ben Gongs Tea,Bubble Tea,"ASHTA District 8, Lantai Upper Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",50000,4.21,2025-06-03 22:23:26.014484,Jakarta Selatan,Bubble Tea Bubble Tea Jakarta Selatan
Tucanos Churrascaria Brazilian BBQ  Buffet,Brasil,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",200000,4.17,2025-06-03 22:23:26.271044,Jakarta Selatan,Brasil Brasil Jakarta Selatan
